               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.020356,            0.013383,           0.0021189,             0.82822,             0.93111,             0.92875,              0.6767,            0.026362,           0.0056875,          0.00035044,           0.0025255,           0.0025255,           0.0025255
                 153,            0.020827,            0.013906,           0.0022198,             0.84488,             0.93111,             0.92983,             0.66479,              0.0244,           0.0057616,          0.00026176,            0.002476,            0.002476,            0.002476
                 154,            0.020636,            0.013865,           0.0019262,             0.88872,             0.93111,             0.92956,             0.67439,            0.024756,            0.005897,          0.00027354,           0.0024265,           0.0024265,           0.0024265
                 155,            0.020929,            0.013574,           0.0020629,             0.89081,             0.93111,              0.9293,              0.6922,              0.0238,           0.0062156,          0.00036047,            0.002377,            0.002377,            0.002377
                 156,            0.019623,            0.013763,           0.0018051,              0.8705,             0.93111,             0.92918,             0.65105,            0.025161,           0.0059733,          0.00047901,           0.0023275,           0.0023275,           0.0023275
                 157,             0.02011,            0.013496,           0.0018425,             0.82419,             0.93111,              0.9301,             0.66104,            0.024281,           0.0060048,          0.00054067,            0.002278,            0.002278,            0.002278
                 158,            0.019431,            0.013164,           0.0019573,             0.86988,             0.93111,             0.93039,             0.67321,             0.02408,           0.0057235,          0.00027332,           0.0022285,           0.0022285,           0.0022285
                 159,            0.019658,            0.013275,           0.0019552,             0.87369,             0.93111,             0.93259,             0.66315,            0.024187,           0.0057318,          0.00024982,            0.002179,            0.002179,            0.002179
                 160,            0.019785,            0.013354,            0.001907,             0.88731,             0.93111,             0.93111,             0.65598,            0.025349,           0.0057085,          0.00025572,           0.0021295,           0.0021295,           0.0021295
                 161,            0.019237,            0.013487,            0.001645,             0.91451,             0.93111,             0.93154,             0.66711,            0.023174,           0.0059743,          0.00030058,             0.00208,             0.00208,             0.00208
                 162,            0.018989,            0.013132,           0.0021451,             0.82451,             0.93111,             0.93055,             0.67956,            0.024198,           0.0057783,          0.00043395,           0.0020305,           0.0020305,           0.0020305
                 163,            0.019676,            0.013361,           0.0016568,             0.87458,             0.93111,              0.9311,             0.68263,            0.023598,            0.005887,          0.00038903,            0.001981,            0.001981,            0.001981
                 164,            0.019593,            0.012986,             0.00173,             0.88937,             0.93111,             0.93091,             0.66597,            0.024159,           0.0060599,          0.00031435,           0.0019315,           0.0019315,           0.0019315
                 165,            0.019375,            0.012778,           0.0017734,             0.90722,             0.93111,             0.93171,             0.67946,            0.023044,            0.005909,          0.00036169,            0.001882,            0.001882,            0.001882
                 166,            0.019579,            0.013393,           0.0019249,             0.81752,             0.93111,               0.931,               0.658,            0.023688,           0.0058227,          0.00044726,           0.0018325,           0.0018325,           0.0018325
                 167,            0.019166,            0.013029,           0.0018615,             0.86175,             0.93111,             0.93086,             0.67007,            0.024131,           0.0059731,           0.0003675,            0.001783,            0.001783,            0.001783
                 168,            0.019016,            0.013059,           0.0017305,             0.80108,             0.93111,             0.93168,             0.67741,            0.023471,           0.0058534,          0.00047402,           0.0017335,           0.0017335,           0.0017335
                 169,            0.019189,            0.013092,           0.0016268,             0.94079,             0.85558,             0.93124,             0.67281,            0.022433,           0.0056024,          0.00037624,            0.001684,            0.001684,            0.001684
                 170,            0.018693,            0.012958,            0.001938,             0.93889,             0.86444,             0.93168,              0.6409,            0.024557,           0.0056551,          0.00038225,           0.0016345,           0.0016345,           0.0016345
                 171,            0.018818,            0.013172,           0.0014963,             0.94281,             0.86444,             0.93209,             0.65666,            0.023449,           0.0058248,          0.00044196,            0.001585,            0.001585,            0.001585
                 172,              0.0186,            0.013016,           0.0015996,             0.83985,             0.93111,             0.93301,             0.66186,            0.024151,           0.0059745,          0.00044988,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018677,            0.012615,           0.0014179,             0.93631,             0.86444,             0.93284,             0.64619,            0.023961,           0.0058095,          0.00035009,            0.001486,            0.001486,            0.001486
                 174,            0.018107,            0.012756,           0.0016321,             0.91049,             0.86444,             0.93305,             0.66671,            0.023548,           0.0057621,           0.0002703,           0.0014365,           0.0014365,           0.0014365
                 175,            0.018005,            0.012778,           0.0012885,             0.92512,             0.86444,             0.93434,             0.66508,             0.02356,           0.0056982,          0.00034555,            0.001387,            0.001387,            0.001387
                 176,            0.017803,            0.012841,           0.0012538,             0.93521,             0.86444,             0.93711,             0.68046,             0.02363,           0.0057251,          0.00028569,           0.0013375,           0.0013375,           0.0013375
                 177,            0.018458,            0.012727,           0.0014865,             0.94032,             0.86444,             0.93309,             0.66039,            0.023351,           0.0059493,          0.00031899,            0.001288,            0.001288,            0.001288
                 178,            0.017504,            0.012587,           0.0013835,              0.9506,             0.86114,             0.93455,             0.67198,            0.024289,           0.0057452,          0.00025406,           0.0012385,           0.0012385,           0.0012385
                 179,            0.018189,            0.013131,            0.001517,             0.94594,             0.85919,             0.93482,             0.67072,            0.024182,           0.0056572,          0.00027302,            0.001189,            0.001189,            0.001189
                 180,            0.018325,            0.012723,            0.001647,              0.9536,             0.85434,             0.93453,             0.66515,            0.023779,             0.00565,          0.00024889,           0.0011395,           0.0011395,           0.0011395
                 181,            0.017396,            0.012563,           0.0014014,             0.83909,             0.93111,             0.93328,             0.66446,            0.023674,           0.0058136,          0.00022639,             0.00109,             0.00109,             0.00109
                 182,            0.017901,            0.012489,           0.0015663,             0.95061,             0.85992,             0.93306,             0.65623,            0.024212,           0.0058711,          0.00025096,           0.0010405,           0.0010405,           0.0010405
                 183,            0.017735,            0.012429,            0.001538,             0.94819,             0.85937,             0.93309,             0.66563,            0.023155,           0.0057447,          0.00033332,            0.000991,            0.000991,            0.000991
                 184,             0.01832,            0.013006,           0.0014427,             0.94656,             0.86444,             0.93457,             0.67291,            0.023429,            0.005836,          0.00039666,           0.0009415,           0.0009415,           0.0009415
                 185,            0.017373,            0.012464,            0.001391,             0.93925,             0.86444,             0.92774,             0.66295,            0.023743,           0.0059419,          0.00036236,            0.000892,            0.000892,            0.000892
                 186,            0.017627,            0.012696,           0.0011212,             0.94705,             0.86444,             0.93508,             0.66574,            0.024354,           0.0058949,          0.00037074,           0.0008425,           0.0008425,           0.0008425
                 187,             0.01753,            0.012319,           0.0013397,             0.94639,             0.86082,             0.93558,             0.66145,            0.024429,           0.0059824,          0.00038001,            0.000793,            0.000793,            0.000793
                 188,            0.017651,            0.012581,           0.0013355,             0.94396,             0.86178,              0.9356,             0.66498,             0.02429,            0.005944,          0.00033795,           0.0007435,           0.0007435,           0.0007435
                 189,            0.017362,            0.012287,           0.0015682,             0.94029,             0.86136,             0.93813,             0.66221,            0.024298,           0.0059483,          0.00027718,            0.000694,            0.000694,            0.000694
                 190,            0.017297,             0.01247,           0.0010801,             0.94353,             0.86205,             0.93795,             0.66599,            0.024017,           0.0060003,          0.00026122,           0.0006445,           0.0006445,           0.0006445
                 191,            0.016792,            0.012035,           0.0011108,              0.9362,             0.86444,             0.93804,             0.65193,            0.024131,           0.0059564,          0.00025478,            0.000595,            0.000595,            0.000595
                 192,            0.016523,            0.012297,           0.0012444,             0.94285,             0.86096,             0.93512,             0.65937,            0.024222,           0.0058904,          0.00022042,           0.0005455,           0.0005455,           0.0005455
                 193,            0.017055,            0.012466,           0.0011162,             0.94313,             0.85957,             0.93836,             0.65932,            0.024505,           0.0059717,          0.00024633,            0.000496,            0.000496,            0.000496
                 194,            0.017318,            0.012405,           0.0014092,             0.94054,             0.86044,             0.93537,             0.65601,            0.023913,           0.0059547,          0.00023994,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017044,            0.012329,           0.0013466,             0.93476,             0.86129,             0.93537,             0.66253,            0.023144,           0.0059268,          0.00023005,            0.000397,            0.000397,            0.000397
                 196,            0.017023,            0.012476,           0.0015003,              0.9334,             0.86183,             0.93611,             0.67052,             0.02363,           0.0059507,          0.00022524,           0.0003475,           0.0003475,           0.0003475
                 197,            0.016967,            0.012511,           0.0014552,             0.93961,             0.86146,             0.93592,             0.65883,            0.023252,           0.0059133,          0.00020871,            0.000298,            0.000298,            0.000298
                 198,            0.016493,            0.012432,           0.0013206,             0.93706,             0.86297,             0.93696,             0.66542,            0.023586,           0.0058889,          0.00021159,           0.0002485,           0.0002485,           0.0002485
                 199,            0.016759,            0.012314,           0.0012955,             0.93747,             0.86217,             0.93916,             0.67221,            0.023925,           0.0059497,          0.00023174,            0.000199,            0.000199,            0.000199
